Região,UF,IBGE,Município,CATEGORIA DE IVS,"VAGAS CONFIRMADAS
FINANC. FEDERAL","VAGAS CONFIRMADAS
COPARTICIPAÇÃO",TOTAL VAGAS CONFIRMADAS
Sudeste,SP,354620,Santa Cruz da Conceicao,Muito baixa vulnerabilidade,1,1,2
Sudeste,SP,354630,Santa Cruz das Palmeiras,Baixa vulnerabilidade,0,1,1
Sudeste,SP,354680,Santa Isabel,Baixa vulnerabilidade,1,0,1
Sudeste,SP,354800,Santo Antonio de Posse,Baixa vulnerabilidade,1,0,1
Sudeste,SP,354820,Santo Antonio do Pinhal,Baixa vulnerabilidade,1,0,1
Sudeste,SP,354850,Santos,Muito baixa vulnerabilidade,1,1,2
Sudeste,SP,354880,Sao Caetano do Sul,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,354910,Sao Joao da Boa Vista,Muito baixa vulnerabilidade,2,0,2
Sudeste,SP,354940,Sao Joaquim da Barra,Muito baixa vulnerabilidade,3,0,3
Sudeste,SP,354950,Sao Jose da Bela Vista,Média vulnerabilidade,0,0,0
Sudeste,SP,354980,Sao Jose do Rio Preto,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,355000,Sao Luis do Paraitinga,Baixa vulnerabilidade,0,0,0
Sudeste,SP,355030,Sao Paulo,Baixa vulnerabilidade,23,0,23
Sudeste,SP,355070,Sao Sebastiao,Baixa vulnerabilidade,1,0,1
Sudeste,SP,355100,Sao Vicente,Média vulnerabilidade,0,2,2
Sudeste,SP,355160,Serra Negra,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,355170,Sertaozinho,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,355220,Sorocaba,Baixa vulnerabilidade,0,3,3
Sudeste,SP,355250,Suzano,Média vulnerabilidade,1,0,1
Sudeste,SP,355270,Tabatinga,Baixa vulnerabilidade,1,1,2
Sudeste,SP,355320,Taiuva,Baixa vulnerabilidade,1,0,1
Sudeste,SP,355385,Taquarivai,Baixa vulnerabilidade,0,1,1
Sudeste,SP,355410,Taubate,Muito baixa vulnerabilidade,0,2,2
Sudeste,SP,355450,Tiete,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,355465,Torre de Pedra,Baixa vulnerabilidade,1,0,1
Sudeste,SP,355530,Turmalina,Baixa vulnerabilidade,1,0,1
Sudeste,SP,355540,Ubatuba,Baixa vulnerabilidade,0,2,2
Sudeste,SP,355610,Valentim Gentil,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,355700,Votorantim,Baixa vulnerabilidade,0,1,1
Sudeste,SP,355710,Votuporanga,Muito baixa vulnerabilidade,0,0,0
Norte,TO,170100,Ananas,Média vulnerabilidade,1,0,1
Norte,TO,170220,Araguatins,Alta vulnerabilidade,1,0,1
Norte,TO,170230,Arapoema,Média vulnerabilidade,1,0,1
Norte,TO,170384,Campos Lindos,Muito alta vulnerabilidade,1,0,1
Norte,TO,170410,Centenario,Muito alta vulnerabilidade,1,0,1
Norte,TO,171670,Colmeia,Média vulnerabilidade,0,0,0
Norte,TO,170625,Crixas do Tocantins,Baixa vulnerabilidade,0,0,0
Norte,TO,170825,Fortaleza do Tabocao,Baixa vulnerabilidade,1,0,1
Norte,TO,170930,Guarai,Baixa vulnerabilidade,0,1,1
Norte,TO,171190,Lagoa da Confusao,Alta vulnerabilidade,1,0,1
Norte,TO,171200,Lajeado,Média vulnerabilidade,0,1,1
Norte,TO,171215,Lavandeira,Média vulnerabilidade,1,0,1
Norte,TO,171250,Marianopolis do Tocantins,Média vulnerabilidade,0,0,0
Norte,TO,171280,Maurilandia do Tocantins,Alta vulnerabilidade,1,0,1
Norte,TO,171488,Nova Olinda,Média vulnerabilidade,0,0,0
Norte,TO,171525,Novo Jardim,Média vulnerabilidade,1,0,1
Norte,TO,172100,Palmas,Baixa vulnerabilidade,0,4,4
Norte,TO,171380,Palmeiras do Tocantins,Alta vulnerabilidade,0,1,1
Norte,TO,171720,Piraque,Média vulnerabilidade,1,0,1
Norte,TO,171820,Porto Nacional,Baixa vulnerabilidade,0,1,1
Norte,TO,172049,Sao Valerio,Alta vulnerabilidade,1,0,1
Norte,TO,172080,Sitio Novo do Tocantins,Muito alta vulnerabilidade,0,0,0
Norte,TO,172097,Talisma,Média vulnerabilidade,1,0,1
